"year","ISO_code","countries","ECONOMIC FREEDOM","rank","quartile","1a_government_consumption","1b_transfers","1c_gov_enterprises","1d_top_marg_tax_rate","1_size_government","2a_judicial_independence","2b_impartial_courts","2c_protection_property_rights","2d_military_interference","2e_integrity_legal_system","2f_legal_enforcement_contracts","2g_restrictions_sale_real_property","2h_reliability_police","2i_business_costs_crime","2j_gender_adjustment","2_property_rights","3a_money_growth","3b_std_inflation","3c_inflation","3d_freedom_own_foreign_currency","3_sound_money","4a_tariffs","4b_regulatory_trade_barriers","4c_black_market","4d_control_movement_capital_ppl","4_trade","5a_credit_market_reg","5b_labor_market_reg","5c_business_reg","5_regulation","pib","pib_per_cap","taxa_desemprego"
"2016","HUN","Hungary","7.22","59","2","3.270588235","5.29140008","4","7","4.890497079","3.592558305","2.721947233","3.840788205","10","6.666666667","4.993678842","8.025707157","5.799365043","7.632652918","1","5.919262708","9.341476669","9.580795791","9.91986","10","9.710533115","8.266133333","7.596592917","10","5.952098239","7.953706122","9.694130527","6.8718116","6.332061749","7.632667959","2.20","2.47","5.115"
"2016","ISL","Iceland","7.22","59","2","2.347058824","7.957880124","8","3.5","5.451234737","7.954019705","6.783351501","8.173315525","10","10","6.775094571","8.750492215","8.9432621","8.214600882","1","8.3993485","9.22481209","9.335315307","9.66106","0","7.055296849","7.323155556","7.005181229","10","4.318506459","7.161710811","8.333333333","7.671092256","8.02413422","8.009519936","6.63","5.528","3.008"
"2016","IND","India","6.63","96","3","6.9","8.977771391","7","8","7.719442848","5.600236257","5.73952953","5.59952577","6.666666667","7.5","3.116401178","6.23716602","5.93436877","5.641180675","0.783783784","5.156629041","9.77804308","9.009293642","9.0118","5","8.199784181","6.291644444","3.942885148","10","2.056241781","5.572692843","6.549083928","6.366090816","6.576970184","6.497381642","8.26","6.851","0"
"2016","IDN","Indonesia","7.16","65","2","7.623529412","9.120230308","7","7.5","7.81093993","5.609980425","4.970558087","6.030970415","4.166666667","4.166666667","3.154432491","6.750077776","5.49102068","5.27679205","0.926829268","4.883138286","9.878061734","9.560352733","9.295","10","9.683353617","7.937333333","4.856197832","10","5.194911543","6.997110677","8.074054736","4.629365778","6.584825527","6.429415347","5.03","3.851","5.61"
"2016","IRN","Iran","6.03","130","4","5.514705882","7.989100817","4","10","6.875951675","4.379496972","3.836039901","4.744957288","7.5","6.666666667","5.625799005","7.899555098","5.58787187","5.731089115","0.585365854","4.577433516","8.809327715","4.996014572","9.92","10","8.431335572","4.066666667","2.620992474","10","1.680915709","4.592143712","6.405750654","4.841266934","5.763464346","5.670160645","5.03","3.851","5.61"
"2016","IRQ","Iraq","5.4","152","4","4.005882353","7.986877958","0","9","5.248190078","","3","","0","2.5","4.838302704","7.162484835","","","0.585365854","2.774515098","6.304900363","4.442080834","8.2862","10","7.258295299","9.733333333","0.458579882","9.612468408","1.15385","5.239557906","7.122455508","6.469939546","5.833444794","6.475279949","5.03","3.851","5.61"
"2016","IRL","Ireland","8.07","5","1","3.735294118","7.013149827","10","4.5","6.312110986","8.809975783","5.323138238","8.293745518","10","10","3.931480739","8.582895926","7.993029753","6.554349263","1","7.720957247","7.825451789","9.195889134","10","10","9.255335231","8.266133333","7.948170038","10","8.182522391","8.599206441","9.175694437","7.924837311","8.297208783","8.46591351","3.68","2.43","8.392"
"2016","ISR","Israel","7.49","38","1","3.276470588","6.733057856","10","5","6.252382111","8.43117714","5.642482042","7.585438093","4.166666667","8.333333333","3.462740316","5.740858494","6.804161867","6.714253425","0.948717949","6.158069038","8.235197935","9.473370483","9.8912","10","9.399942105","8.518266667","6.672071971","10","7.657547415","8.211971513","9.581152547","5.416958682","7.235172884","7.411094704","3.98","1.953","4.8"
"2016","ITA","Italy","7.27","54","2","4.835294118","3.456202044","10","3.5","5.44787404","5.016025702","1.987938086","5.041962465","10","6.666666667","3.596415071","8.251282756","5.767509143","5.055023828","1","5.709202635","7.959195877","9.820278621","9.97534","10","9.438703624","8.266133333","8.165522032","10","6.570847362","8.250625682","9.555465534","6.773604721","6.12877977","7.485950008","1.29","1.511","11.667"
"2016","JAM","Jamaica","7.18","62","2","7.344117647","8.377776974","7","7","7.430473655","6.40191396","4.077672759","5.980085532","10","3.333333333","3.269386227","6.4384436","4.565118552","2.870403528","0.945945946","5.07420081","5.396578481","9.442277331","9.5302","10","8.592263953","5.055111111","6.194085463","10","6.190210081","6.859851664","9.555611641","7.959689758","6.36073136","7.958677586","1.50","1.392","13.2"
"2016","JPN","Japan","7.47","41","2","4.070588235","4.070482659","7","3","4.535267724","8.386194707","6.415284078","8.449327152","8.333333333","8.333333333","6.329708858","7.847784736","8.60521396","7.379616897","0.948717949","7.586986576","8.639288707","9.482666466","9.97668","10","9.524658793","7.669777778","7.28825604","10","5.025321947","7.495838941","8.6918932","8.099231889","7.799874222","8.19699977","0.52","0.536","3.108"
"2016","JOR","Jordan","7.46","42","2","7.047470675","7.799966129","8","7.5","7.586859201","6.592276892","5.075326959","6.515979767","7.5","6.666666667","3.730498767","6.720311827","8.246834278","6.497412523","0.487804878","4.756454971","9.35150056","9.278308673","9.8426","10","9.618102308","7.105244444","5.965925137","10","7.245811744","7.579245331","8.720432225","7.674678501","6.92087389","7.771994872","2.07","-1.131","15.275"
"2016","KAZ","Kazakhstan","7.11","69","2","6.502941176","8.551374301","6","9","7.513578869","4.394828877","4.183243314","5.150169532","8.333333333","5.833333333","6.339410345","9.900981545","5.198336442","6.912614505","0.743589744","5.44835482","8.934768635","8.172617356","7.098","10","8.551346498","7.775555556","5.304186264","10","3.012095885","6.522959426","8.529628801","7.212836376","6.871849907","7.538105028","1.10","-0.301","4.951"
"2016","KEN","Kenya","7.2","61","2","7.470588235","9.814190784","6","8","7.821194755","5.389723778","4.758830468","5.966263612","6.666666667","3.333333333","4.420377014","6.874879089","5.118939877","3.459330002","0.923076923","4.913284598","8.90728338","9.228693299","8.7405","10","9.21911917","6.7424","5.435535629","10","4.564243622","6.685544813","8.089669897","7.721985745","6.28179917","7.364484937","5.88","2.964","0"
"2016","KOR","Korea, South","7.53","35","1","4.770588235","7.035129654","10","5.5","6.826429472","4.656666517","4.433333278","6.560833453","6.666666667","8.333333333","7.507404125","8.219626884","7.120833397","6.322499912","0.923076923","6.391153586","8.909139487","9.721390509","9.806","10","9.609132499","5.595555556","7.475990014","10","7.206282075","7.569456911","9.316575511","4.821980601","7.591027064","7.243194392","2.95","2.539","3.675"
"2016","KWT","Kuwait","6.75","90","3","1.052941176","6.896331062","7","10","6.23731806","6.028138002","4.866457978","6.03773435","8.333333333","6.666666667","5.068858974","9.174171069","6.659853458","6.743341287","0.487179487","4.922444725","9.357262497","4.649800401","9.362","10","8.342265724","8.778133333","4.447949492","10","4.135558249","6.840410269","10","6.576804992","5.715470457","7.430758483","2.93","-0.545","1.248"
"2016","KGZ","Kyrgyz Republic","6.93","77","2","6.667647059","7.149458315","6","8.5","7.079276344","3.523620367","3.311098417","4.201662143","4","","4.518921969","9.868110421","4.098532597","5.561542512","0.743589744","4.259098098","8.6401669","8.881935059","9.9158","10","9.35947549","8.133244444","6.231933207","10","4.910687214","7.318966216","8.456656231","5.582524883","5.882274949","6.640485354","4.34","2.179","7.211"
"2016","LAO","Laos","6.91","81","2","6.523529412","9.8369215","6","9","7.840112728","4.719754855","4.621006052","4.829061827","7.6","","5.205943175","8.669629176","5.459108353","6.3931036","1","5.93720088","6.102189957","8.543205093","9.6982","5","7.335898763","8.198222222","3.543067388","10","5.580300225","6.830397459","9.126884045","4.852489699","5.790724909","6.590032884","7.02","5.387","0"
"2016","LVA","Latvia","7.64","23","1","5.094117647","7.019054772","8","6.5","6.653293105","4.374066592","2.662994862","5.061287085","8.333333333","8.333333333","5.526466726","9.030740107","5.433932145","7.0149827","1","6.196792987","7.845655558","9.474564075","9.97318","10","9.323349908","8.266133333","8.053665655","10","7.080755959","8.350138737","8.428403802","7.557666555","6.997222222","7.661097526","1.77","2.66","9.642"
"2016","LBN","Lebanon","6.99","74","2","7.547058824","8.126968409","10","9","8.668506808","3.421974182","2.920127114","5.302693843","3.333333333","6.666666667","3.159425561","7.418029625","4.09439683","4.5065701","0.743589744","3.954385717","9.985386151","8.955433987","9.8372","10","9.694505034","7.826311111","4.146227865","10","5.290418499","6.815739369","5","7.527764013","4.948146976","5.825303663","1.53","-1.217","0"
"2016","LSO","Lesotho","6.38","114","3","2.635294118","8.893185364","0","8","4.882119871","4.592649142","4.117254813","4.41749692","6","","3.927906162","6.524771766","7.540193398","8.963398138","0.891891892","5.449082642","9.304440055","8.373269763","8.6782","5","7.838977455","4.7008","6.790448609","10","3.852129284","6.335844473","9.666666667","6.572391971","5.868246903","7.369101847","3.40","2.702","0"
"2016","LBR","Liberia","6.56","100","3","8.811764706","8.644688792","4","8","7.364113374","3.846913577","3.946575324","4.613500437","5","3.333333333","2.873356168","4.632218476","4.275360902","5.161047777","1","4.186922888","9.67848064","9.537137254","8.23322","10","9.362209474","7.138311111","2.276791334","10","5.337046178","6.188037156","4.5","6.237877828","6.350346658","5.696074829","-1.63","-4.065","0"
"2016","LBY","Libya","4.74","161","4","0","","","9.5","4.75","3.39827703","2.332075241","3.278082175","5","6.666666667","3.623947547","","1.672883951","2.451828377","0.804878049","3.206338892","7.00115728","1.058435607","4.58","10","5.659898222","","4.882104635","7.372262774","2.036957142","4.76377485","6.666666667","6.277288221","2.959459164","5.301138017","-7.39","-8.305","0"
"2016","LTU","Lithuania","7.86","13","1","5.567647059","6.365568148","10","7","7.233303802","5.357533297","3.685846528","5.5707105","8.333333333","6.666666667","6.242192341","9.670883679","6.20657444","6.761916478","1","6.499517474","7.960775313","9.581574194","9.819","10","9.340337377","8.266133333","7.663389812","10","6.837310589","8.191708434","9.84572855","6.578804159","7.682395934","8.035642881","2.56","3.867","7.861"
"2016","LUX","Luxembourg","7.6","25","1","1.305882353","3.87154227","7","4.5","4.169356156","8.640106518","7.243423859","8.855674267","10","10","7.456058655","6.17918671","8.69280974","8.090271155","1","8.350836767","7.969855756","9.331964596","9.94018","10","9.310500088","8.266133333","8.35119209","10","6.618798443","8.309030967","9.333333333","6.326613248","7.952823067","7.870923216","4.58","2.163","6.25"
"2016","MKD","Macedonia","7.13","68","2","6.058823529","4.554430961","6","8.5","6.278313623","3.456874322","3.741427866","5.11683583","5.8","","3.936617186","8.381146916","6.626016299","5.695883666","0.897435897","5.070281017","8.55025206","9.0232428","9.9522","5","8.131423715","8.241866667","7.690579357","10","5.892386011","7.956208009","9.591333333","7.242333276","7.77167656","8.201781057","-0.72","-0.426","1.9"
"2016","MDG","Madagascar","6.19","126","4","8.4","9.907356948","4","8.5","7.701839237","2.279502948","2.76892821","3.568184773","1.666666667","4.166666667","2.958421922","5.118803991","3.08586955","3.799470663","0.707317073","2.789804983","8.286046596","9.626866531","8.6692","5","7.895528282","6.850711111","4.59423244","10","5.373544774","6.704622081","7.390515577","4.502366753","5.61047368","5.834452003","3.99","1.292","0"
"2016","MWI","Malawi","5.86","139","4","6.864705882","9.367904687","2","6","6.058152642","5.151239237","3.667396108","4.826704263","5.833333333","4.166666667","2.332018505","8.170014633","4.663662115","4.42000707","0.945945946","4.673626155","7.616662024","8.620483541","5.6586","5","6.723936391","7.402311111","5.387847192","6.639712489","4.877727683","6.076899619","4.666666667","6.860813538","5.751541728","5.759673978","2.27","-0.593","0"
"2016","MYS","Malaysia","6.92","79","2","6.279411765","8.171940514","4","9","6.86283807","6.091441313","6.472616593","7.26519823","8.333333333","6.666666667","4.995259717","8.603820582","7.435615063","6.34804964","0.666666667","5.760370476","4.072238141","9.522497463","9.57448","0","5.792303901","7.356","6.974869261","10","5.817573417","7.537110669","9.640578687","8.011395265","8.216398876","8.622790943","4.45","2.972","3.45"
"2016","MLI","Mali","5.8","143","4","6.926470588","9.847864404","0","3","4.943583748","3.901501497","4.001641671","4.37067151","4.166666667","5","2.632466106","5.803227379","3.841991027","3.81780823","0.658536585","3.458599238","9.936640296","9.240315303","9.63992","0","7.2042189","7.601066667","4.839299899","10","5.059597773","6.874991085","8.704533764","5.044407843","5.845014389","6.531318665","5.95","2.883","0"
"2016","MLT","Malta","7.73","17","1","4.126470588","6.54294124","6","7","5.917352957","5.64056476","4.51360325","6.878979207","10","8.333333333","5.35237337","5.311780858","6.269021035","7.54658858","1","6.64958271","8.156197897","9.884055437","9.8846","10","9.481213334","8.266133333","8.167247574","10","7.251705391","8.421271575","9.825992001","8.021397098","6.653696023","8.167028374","5.83","3.31","4.7"
"2016","MRT","Mauritania","5.96","136","4","3.988235294","","6","6","5.329411765","3.087762595","1.958992482","2.607349555","4.6","","6.266496842","7.561865671","5.254525343","5.67541043","0.609756098","3.72380883","9.283909104","8.412120149","9.7028","5","8.099707313","7.384","3.752491972","10","2.621299343","5.939447829","8.506225475","5.900474611","5.731172524","6.712624203","1.26","-1.077","0"
"2016","MUS","Mauritius","8.01","8","1","6.679411765","8.361441248","6","9","7.510213253","6.584231058","5.684401592","6.483832995","8.8","","5.034199013","9.48148622","5.97076257","6.778548558","0.974358974","6.764334254","8.9328615","9.622268102","9.7954","10","9.587632401","9.410222222","7.247985696","10","7.042985717","8.425298409","9.300323163","6.355423795","7.586975979","7.747574312","3.84","3.786","7.3"
"2016","MEX","Mexico","6.9","82","3","7.308823529","6.354223433","10","8","7.915761741","3.172389667","2.98452576","4.957496723","5","2.5","5.889592943","7.425926656","2.407978375","2.806613048","1","4.127169241","8.493417905","9.497160573","9.4358","5","8.106594619","7.964444444","5.785476888","10","5.28845032","7.259592913","9.341539878","5.580268088","6.407296108","7.109701358","2.91","1.68","3.883"
"2016","MDA","Moldova","6.64","95","3","6.473529412","6.524017532","6","7","6.499386736","1.832148632","2.353257338","3.839514255","6.666666667","6.666666667","4.318054344","9.534471833","3.997172912","6.236871878","0.717948718","4.337326557","9.042936582","9.166548698","8.724","5","7.98337132","8.689511111","7.097618411","10","4.048331458","7.458865245","9.517987446","5.217966171","5.980310846","6.905421487","4.41","5.159","4.226"
"2016","MNG","Mongolia","7.4","48","2","5.370588235","7.628006602","10","9","7.999648709","3.283281723","3.766873478","4.416393438","8.333333333","6.666666667","5.786717868","9.111264408","5.314076742","6.740120252","0.871794872","5.554938942","9.392270065","8.269678896","9.8892","10","9.38778724","8.901333333","3.795451184","10","4.424346538","6.780282764","8.438620358","6.650568859","6.685700285","7.2582965","1.17","-0.847","10"
"2016","MNE","Montenegro","7.04","72","2","5.779411765","","8","7","6.926470588","4.318779707","4.038123886","5.005172888","6.7","","4.795719043","7.644076654","4.882881642","5.886982282","0.820512821","4.923546896","8.815265171","9.31022592","9.9458","5","8.267822773","8.252666667","7.530528279","10","6.861921562","8.161279127","6.666666667","7.428855775","6.719857764","6.938460069","2.95","2.933","0"
"2016","MAR","Morocco","6.37","115","3","4.429411765","7.294093257","8","4","5.930876255","4.587027232","4.249394734","6.16175731","6.666666667","6.666666667","5.010884975","7.480464857","7.606956958","6.934609413","0.756097561","5.401407689","9.667345476","9.526399057","9.67294","0","7.216671133","6.783111111","5.973438445","10","4.968630198","6.931294938","7.808957238","4.233941755","7.009899932","6.350932975","1.05","-0.014","9.4"
"2016","MOZ","Mozambique","5.5","149","4","3.438235294","9.022195761","6","6","6.115107764","3.14625144","2.748396397","4.492997725","6.666666667","5","0","7.56760319","3.040829102","3.991111517","0.948717949","3.96822373","7.374260863","8.476634915","8.0068","0","5.964423944","7.9436","5.473882749","10","2.151149423","6.392158043","6.333333333","3.132589155","5.784656393","5.083526294","3.82","1.031","0"
"2016","MMR","Myanmar","5.42","151","4","2.891176471","","7","9","6.297058824","2.696954403","2.733533833","3.409609506","3.333333333","5","1.870795505","7.04584874","3.095484076","3.939206292","0.926829268","3.545876002","7.848682952","9.466555077","8.60706","0","6.480574507","5.397333333","2.932546187","10","1.540364186","4.967560927","5.891333333","5.591607049","5.939363133","5.807434505","6.41","5.516","4"
"2016","NAM","Namibia","6.4","113","3","4.294117647","6.844743494","4","6","5.284715285","7.12889274","5.867875417","7.036504745","10","8.333333333","4.822626662","4.481024576","5.509706338","4.757371743","1","6.437481728","7.663695127","8.243828491","8.65762","0","6.141285904","5.616088889","5.581626409","10","4.224343273","6.355514643","8.816342107","8.188991797","6.26615233","7.757162078","-0.28","0.174","0"
"2016","NPL","Nepal","6.53","102","3","8.232352941","9.434413893","7","7","7.916691709","5.020822683","3.715533217","5.3576835","3.8","","3.371598438","8.308790636","5.286062558","5.260869662","0.837837838","4.608534674","8.095799677","9.404449683","8.242","0","6.43556234","5.982311111","5.916470901","10","4.641384284","6.635041574","9.333333333","5.820258009","6.000593808","7.05139505","0.59","-0.319","0"
"2016","NLD","Netherlands","7.71","18","1","1.217647059","3.514908674","8","3","3.933138933","9.075863362","7.249952555","8.684293428","10","10","5.138718524","7.947613359","8.554676373","6.791223685","1","8.160260143","8.292201446","9.785342911","9.93668","10","9.503556089","8.266133333","8.484350456","10","7.877864268","8.657087014","9.116120224","7.445073088","8.256771212","8.272654841","2.19","1.72","6.024"
"2016","NZL","New Zealand","8.49","3","1","4.620588235","6.286828584","8","7","6.476854205","9.514131547","7.47866114","8.844600518","10","9.166666667","7.18406154","9.948229639","9.070974192","7.230197588","1","8.715280315","8.832739908","9.205322169","9.783424","10","9.455371519","9.127555556","8.224098358","10","7.192229625","8.635970884","10","8.82776574","8.651580814","9.159782185","4.17","2.147","5.1"
"2016","NIC","Nicaragua","7.27","54","2","8.961764706","10","7","6","7.990441176","0.968992313","1.811996897","4.094202915","4.166666667","5.833333333","5.143385132","7.298086514","5.296296278","6.444444657","0.951219512","4.450667177","8.094951115","9.011716839","9.29602","10","9.100671988","8.459955556","5.594408549","10","7.215392895","7.81743925","9.453487516","6.027600577","5.525600267","7.002229453","4.56","3.485","4.481"
"2016","NER","Niger","6.01","131","4","6.538235294","9.839237057","6","5","6.844368088","","4.3","","3.333333333","3.333333333","4.027930423","7.201903645","","","0.648648649","3.659423094","8.782580864","9.318790791","9.96586","0","7.016807914","6.134238742","4.371021307","10","1.435558977","5.485204757","9.126628476","4.261926378","7.78649342","7.058349425","5.69","1.687","0"
"2016","NGA","Nigeria","6.32","118","3","9.47723803","9.867493736","2","7","7.086182942","4.375132322","3.038399617","4.627563158","3.333333333","3.333333333","4.47515801","5.246374545","3.262872298","3.44468236","0.846153846","3.603779382","8.961600304","9.021117374","6.8608","5","7.46087942","7.2412","3.147079945","8.446115288","4.782538647","5.90423347","8.656035123","8.94800014","5.090470308","7.56483519","-1.62","-4.169","13.375"
"2016","NOR","Norway","7.6","25","1","1.526470588","4.954059491","7","4.5","4.49513252","9.27011013","6.899097363","8.611489932","10","10","6.848528697","9.121524194","9.154444535","8.199858665","1","8.67833928","9.614939733","9.092169639","9.29","10","9.499277343","6.226666667","7.788105064","10","6.336453971","7.587806425","10","5.134820101","8.065446388","7.733422163","1.07","0.172","4.74"
"2016","OMN","Oman","6.76","89","3","0","8.134859664","0","10","4.533714916","6.091322898","5.576373737","7.414800327","8.333333333","8.333333333","5.040357704","8.054056014","8.759259383","8.800880908","0.609756098","5.938543854","9.478238189","5.900339633","9.7798","10","8.789594455","8.027555556","6.823846106","10","5.978900072","7.707575433","6.980841542","6.212445033","7.298674058","6.830653545","4.90","-1.162","0"
"2016","PAK","Pakistan","6","132","4","8.126470588","9.219277683","6","8","7.836437068","4.38096126","3.962908387","4.334803025","2.5","5","3.754394327","5.562326345","3.78082792","3.560699622","0.692307692","3.463300254","8.187106135","8.936357865","9.2496","0","6.593266","7.133111111","4.012630231","10","2.16162985","5.826842798","8.085288982","4.913770772","5.873803256","6.290954337","4.56","2.57","5.958"
"2016","PAN","Panama","7.58","27","1","6.397058824","8.555858311","8","6.5","7.363229284","2.973926067","3.247446219","6.3738211","8.333333333","5","2.691072412","8.785860187","5.748341083","5.263662338","0.948717949","5.241776593","9.668702765","9.26771796","9.8508","10","9.696805181","7.895848317","7.658044496","10","9.233427313","8.696830031","9.111259852","5.054958663","6.541994523","6.902737679","4.95","3.351","5.494"
"2016","PNG","Pap. New Guinea","6.25","122","4","4.523198452","7.664850136","8","5","6.297012147","4.269308436","4.1","4.115102361","7.5","5","1.010607601","6.929956467","3.069189181","3.043415102","0.897435897","4.115072446","9.207815266","7.559904985","8.66526","0","6.358245063","7.254311111","4.595100978","10","6.93327224","7.195671082","8.077682878","7.987881812","5.744827482","7.270130724","4.95","3.351","5.494"
"2016","PRY","Paraguay","6.95","76","2","7.388235294","8.850240164","8","8.5","8.184618864","1.824970643","2.309366266","4.456478755","2.5","3.333333333","4.074723631","8.538954848","2.833951712","4.696211815","1","3.840887889","9.04245502","8.905643861","9.18264","10","9.28268472","7.961866667","5.553456663","10","5.61072603","7.28151234","8.558596422","4.179869337","5.696261846","6.144909202","4.31","2.81","5.998"
"2016","PER","Peru","7.43","44","2","6.758823529","9.659719031","6","5.5","6.97963564","3.367999395","2.578500112","4.485447407","7.5","5","5.084941294","8.773508636","2.629039288","3.471374908","1","4.765645671","9.905325934","9.631965451","9.28086","10","9.704537846","9.173955556","5.73433796","10","7.99604875","8.226085566","9.293634163","6.931629568","6.240786746","7.488683492","4.05","2.937","6.742"
"2016","PHL","Philippines","7.34","49","2","7.9","9.095367847","10","7","8.498841962","4.264618953","3.230035305","5.441059272","4.166666667","4.166666667","3.116401178","7.925068367","3.976093928","4.299092293","0.897435897","4.27826495","8.605310592","9.438580359","9.64666","10","9.422637738","7.747866667","5.374414099","10","5.38680204","7.127270701","9.332072511","6.794622962","5.982803778","7.369833084","6.88","5.145","5.475"
"2016","POL","Poland","7.27","54","2","4.888235294","5.609294392","8","4","5.624382422","3.704773188","2.919246158","5.112249057","10","7.5","4.123415198","9.277711792","5.143005848","6.419945558","0.846153846","5.559009928","9.083963877","9.62969112","9.878066","10","9.647930249","8.266133333","7.951521887","10","5.435969801","7.913406255","8.829154802","7.141670411","6.787932898","7.586252704","3.06","3.168","6.161"
"2016","PRT","Portugal","7.51","36","1","5.420588235","4.719198936","10","2.5","5.659946793","6.52775526","3.022828698","6.152745883","10","8.333333333","5.297116834","7.58150873","7.851490975","8.045332432","1","6.979123572","7.926290505","9.598598502","9.878522","10","9.350852752","8.266133333","8.756808851","10","6.483006693","8.376487219","8.403558925","5.869857221","7.28051215","7.184642765","2.02","2.342","11.066"
"2016","QAT","Qatar","7.49","38","1","0","9.613647987","","10","6.537882662","7.171345552","7.252928813","7.658549945","6.666666667","8.333333333","4.85642951","9.655696541","8.861652215","9.022358258","0.615384615","6.235291357","9.745660927","5.548585767","9.4249","10","8.679786673","8.436311111","7.3079003","10","4.850372704","7.648646029","10","6.469661259","8.540734555","8.336798605","2.13","-4.886","0"
"2016","ROU","Romania","7.69","20","1","6.308823529","7.025733572","7","7","6.833639275","4.795878728","3.018834393","5.640152295","8.333333333","5.833333333","5.038344998","9.237416468","5.646742185","6.819165548","1","6.040355698","8.203500916","9.469986006","9.6924","10","9.34147173","8.266133333","8.010570222","10","7.489308742","8.441503074","9.788780308","7.370154365","6.171203096","7.77671259","4.80","5.41","5.902"
"2016","RUS","Russia","6.83","87","3","4.120588235","5.2292964","10","7.5","6.712471159","4.197311402","3.915076256","4.320523342","6.666666667","5","6.922299313","9.688567665","4.606658618","5.912367503","0.743589744","4.962398878","8.626469425","9.197752242","8.59006","10","9.103570417","6.937955556","5.718175758","10","4.698154575","6.838571472","7.90710423","5.513907262","6.182900234","6.534637242","0.29","0.081","5.525"
"2016","RWA","Rwanda","7.48","40","1","6.908823529","9.45915826","0","6.5","5.716995447","7.614716688","7.012629112","7.454308668","6.1","","3.73125763","9.834834214","8.709508578","8.295481205","0.951219512","7.164967817","9.251792375","9.276083036","8.855","10","9.345718853","7.049644444","5.357440907","10","5.653023717","7.015027267","7.739761382","8.519241665","8.230928412","8.163310486","5.98","3.493","0"
"2016","SAU","Saudi Arabia","6.52","103","3","0.7","","","10","5.35","6.99511369","5.685184399","6.753231685","8.333333333","8.333333333","4.460255988","9.971651144","8.146472772","7.309026718","0.414634146","5.186017585","9.69436431","7.093262702","9.2953","10","9.020731753","7.5724","3.782120251","10","2.247889034","5.900602321","7.281304382","6.91039032","7.226813965","7.139502889","1.67","-0.65","5.6"
"2016","SEN","Senegal","6.22","125","4","6.591176471","9.730965269","6","5","6.830535435","4.502584537","5.10411342","5.4525733","4.166666667","5","2.788290415","6.37769505","6.689991157","5.403493245","0.682926829","4.252700728","9.333597143","9.628901552","9.83306","0","7.198889674","7.3744","5.500410174","10","3.785341172","6.665037837","9.191888494","3.567838362","5.699178326","6.152968394","6.36","3.357","0"
"2016","SRB","Serbia","6.85","84","3","6.444117647","3.689298472","8","7.5","6.40835403","3.046192725","2.730669379","3.926936388","6.666666667","5.833333333","3.199945732","8.682724548","4.83220617","5.594917138","1","4.945954676","8.508403908","9.305290092","9.7756","5","8.1473235","8.315022222","7.379285464","10","4.712717053","7.601756185","8.129176179","6.89419799","6.440132031","7.154502067","3.34","3.883","15.917"
"2016","SYC","Seychelles","7.23","58","2","0","7.307387881","8","10","6.32684697","5.03546079","4.450354576","5.709219773","8.2","","4.064276714","7.075346502","5.851063728","5.567375818","0.974358974","5.670494453","7.732406514","8.478045944","9.7969","10","9.001838115","8.185422222","5.684543883","9.026217228","8.142616851","7.759700046","8","7.358245516","6.808913596","7.389053037","4.56","3.836","2.684"
"2016","SLE","Sierra Leone","5.75","144","4","8.570588235","10","4","5.5","7.017647059","3.206716378","3.295634588","4.28438584","4.166666667","5.833333333","4.183306561","5.391561338","4.040298065","4.535148938","0.846153846","3.993543765","7.815150715","7.135546946","7.8234","5","6.943524415","7.919111111","3.973698001","10","2.336268514","6.057269406","3.666666667","5.154918048","5.33672917","4.719437962","6.35","2.919","0"
"2016","SGP","Singapore","8.84","2","1","4.823529412","8.854173721","8","10","7.919425783","7.791729768","7.391490937","8.927309513","8.333333333","8.333333333","7.661021481","8.961690843","9.241012732","8.364574115","0.974358974","8.22709857","9.711728122","9.4356877","9.8995","10","9.761728956","10","8.680010952","10","8.484695691","9.291176661","10","7.669194407","9.272599991","8.980598133","3.24","1.913","2.075"
"2016","SVK","Slovak Rep","7.3","53","2","4.05","4.809322327","8","5.5","5.589830582","2.97900796","2.011313438","5.225345293","10","6.666666667","3.140705679","9.688162581","4.247194927","6.333305042","1","5.587966843","8.257661644","9.721346175","9.896","10","9.468751955","8.266133333","7.858526322","10","7.003463009","8.282030666","9.591354571","6.979694845","6.15633359","7.575794336","3.24","1.913","2.075"
"2016","SVN","Slovenia","7.05","71","2","4.120588235","4.98651143","8","2","4.776774916","4.530377785","3.145587444","5.631730557","9.166666667","7.5","4.228332095","8.40706527","7.115565142","7.705590725","0.948717949","6.217592011","8.209171462","9.875551767","9.98868","10","9.518350807","8.266133333","8.002853009","10","5.267134361","7.884030176","7.913211713","6.082033233","6.540444744","6.845229897","3.12","3.056","8.008"
"2016","ZAF","South Africa","6.65","94","3","4.185294118","7.990042722","8","4","6.04383421","6.51722749","5.447422266","5.858711402","8.333333333","3.333333333","3.925506183","7.067112134","3.598785798","2.59077986","1","5.185801311","8.893684386","9.699269375","8.7348","5","8.08193844","7.437333333","4.651350293","10","5.021162068","6.777461423","9.166821125","6.515086515","5.82292396","7.1682772","0.40","-1.109","26.725"
"2016","ESP","Spain","7.56","30","1","4.517647059","4.560500555","10","5","6.019536903","5.268001557","3.935998678","6.084128222","8.333333333","8.333333333","5.575964621","7.758620984","8.71231397","7.2295475","1","6.803471355","8.164989515","9.831322156","9.9596","10","9.488977918","8.266133333","8.073263579","10","5.861165841","8.050140688","9.323395523","6.168681143","6.78775876","7.426611809","3.03","3.052","19.635"
